transaction_id,transaction_date,market,region_city,channel_type,channel_subtype,retailer_id,retailer_name,brand,product_line,pack_size_ml,unit_price_local,currency,quantity_sold,gross_revenue_local,trade_spend_local,promo_flag,stockout_flag,competitor_present_flag,distribution_points_nearby,sales_rep_id,payment_method,consumer_segment,data_source
TXN110490,2024-07-12,NG,Kano ,formal,Mini-Mart,NG-MIN-6355,Corner MiniMart,motions,Sachet,20,63.74,NGN,-,0.0,3.02,no,N,True,27,REP-NG-389,Cash,Lower-Middle Income,Distributor Report
TXN113042,2024-11-21,NG,Kano,Formal ,Supermarket,NG-SUP-3491,Game Stores,CANTU,Sachet Multi-pack,60,226.29,NGN,1,226.29,12.85,0,0,yes,29,REP-NG-396,mobile_money,Middle Income,POS System
TXN105846,2024-09-19,Ngeria,Kano,formal,Supermarket,NG-SUP-3757,ShopRite,dark and lovely,Sachet Multi-pack,75,152.74,NGN,1,152.74,15.78,false,0,TRUE,10,REP-NG-429,card,Lower-Middle Income,null
TXN115487,07-Jul-2023,nigeria,Ibadan,Formal ,Pharmacy,NG-PHA-3778,,Dark & Lovely,Sachet,10,34.33,NGN,3,102.99,unknown,N,N,TRUE,33,REP-NG-349,CARD,NA,POS System
TXN100050,2023-10-13,Nigeria,Kano,formal,Mini-Mart,NG-MIN-5381,Corner MiniMart,AMILA,Sachet Multi-pack,100,0,NGN,2,294.04,26.75,False,no,NO,3,REP-NG-411,Cash,Middle Income,POS System
TXN102913,2024-02-10,Ngeria,Benin City,informal,Kiosk,NG-KIO-1633,  Blessing Stores  ,MOTIONS,Sachet Multi-pack,75,174.4,NGN,8,1395.2,64.43,True,,true,?,REP-NG-255,mobile_money,Upper-Middle Income,POS System
TXN107710,2023-02-21,KENYA,  Nakuru  ,Formal,Supermarket,KE-SUP-2842,Naivas,Generic Local,Sachet Multi-pack,100,31.83,KES,5,159.15,0.0,Yes,false,0,51,REP-KE-249,cash,Low Income,Distributor Report
TXN106181,2024/04/01,Nigeria ,Lagos,FORMAL,Mini-Mart,NG-MIN-4137,Corner MiniMart,Dark & Lovely,Sachet Multi-pack,60,129.23,NGN,3,387.69,38.72,false,0,FALSE,28,REP-NG-408,cash,,Distributor Report
TXN110516,2024-04-17,KE,Eldoret,In-formal,Wholesaler,KE-WHO-3241,,Garnier Fructis,Bottle,200,97.58,KES,7,683.06,57.11,No,N,yes,24,  REP-KE-494  ,Cash,Lower-Middle Income,POS System
TXN106705,2024-11-23,Kenya,  Mombasa  ,In-formal,Wholesaler,KE-WHO-4021,Continental Wholesale,GARNIER,Sachet Multi-pack,60,43.38,KES,13,563.94,57.8,NA,No,false,37,REP-KE-147,Cash,n/a,POS System
TXN105935,11-11-2024,Ngeria,Onitsha,formal,Supermarket,NG-SUP-2693,Game Stores,SUNSILK,Sachet,20,74.79,NGN,1,74.79,6.76,yes,null,no,27,REP-NG-241,cash ,Low Income,Distributor Report
TXN104133,2023-03-16,ghana,Tema,Formal,Mini-Mart,GH-MIN-6270,  EasyBuy Mart  ,garnier,Sachet,25,-50,GHS,2,12.06,0.46,N,No,1,36,REP-GH-202,mobile money,n/a,POS System
TXN110523,16-Apr-2024,Keny a,Mombasa ,Informal,Street Vendor,KE-STR-1036,Mobile Vendor,DarkAndLovely,Sachet,10,10.39,KES,11,114.29,1.92,0,FALSE,false,29,REP-KE-342,mobile_money,Lower-Middle Income,Distributor Report
TXN108444,21/08/2024,Ghanna,Tema,formal,Pharmacy,GH-PHA-8726,MedPlus,Sunsilk,Sachet,10,2.77,GHS,N/A,5.54,0.25,No,0,NO,26,REP-GH-358,CARD,Middle Income,POS System
TXN108428,2024-05-03,Kenya ,Nakuru,In-formal,Street Vendor,KE-STR-5754,Mobile Vendor,Garnier,Sachet Multi-pack,75,28.48,KES,2,56.96,2.55,N,0,Yes,38,REP-KE-302,cash ,Low Income,Distributor Report
TXN106342,2024-03-22,nigeria,Ibadan,INFORMAL,Market Stall,NG-MAR-4022,Iya Basira Stall ,Dark & Lovely,Sachet Multi-pack,60,86.33,NGN,6,517.98,33.0,1,NO,TRUE,N/A,REP-NG-131,,Middle Income,POS System
TXN101057,09/03/2024,GH,Cape Coast,In-formal,Street Vendor,GH-STR-2507,Hawker Cart,dark and lovely,Sachet,20,4.6,GHS,5,23.0,2.47,No,N/A,true,N/A,REP-GH-453,cash,Upper-Middle Income,Retail Audit
TXN104041,"August 03, 2024",ghana,Tamale,Formal,Supermarket,GH-SUP-2359,Quickmart,MOTIONS,Sachet Multi-pack,75,100000,GHS,4,42.84,1.83,N,false,unknown,25,REP-GH-331,Mobile Money,Low Income,Retail Audit
TXN112913,28-Oct-2023,Ghanna,  Tema  ,Informal,Wholesaler,GH-WHO-6316,Trust Wholesalers,motions,Sachet,10,2.06,GHS,3,6.18,0.25,No,Y,no,30,REP-GH-317,CASH,Lower-Middle Income,Distributor Report
TXN103925,2024-10-27, Kenya,Mombasa,In-formal,Street Vendor,KE-STR-6682,Hawker Cart,Garnier Fructis,Sachet Multi-pack,75,28.11,KES,7,196.77,9.66,FALSE,no,YES,54,REP-KE-383,mobile money,Low Income,Field Survey
TXN107721,2023/07/09,NIGERIA,Ibadan,FORMAL,Convenience Store,NG-CON-7513,7 Star Mart ,Motions,Bottle,400,309.72,NGN,1,309.72,22.38,no,False,false,19,  REP-NG-327  ,n/a,Middle Income,Retail Audit
TXN108014,"February 03, 2024",GHANA,Accra,Formal,Supermarket,GH-SUP-6375,  Quickmart  ,DarkAndLovely,Sachet Multi-pack,60,6.4,GHS,3,19.2,1.02,Y,NO,TRUE,16,REP-GH-411,Momo,Low Income,POS System
TXN100993,08-18-2024, Nigeria,Kano,FORMAL,Pharmacy,NG-PHA-6206,Goodlife Pharmacy,MOTIONS,Sachet Multi-pack,75,210.11,NGN,4,840.44,,N,NO,1,2,REP-NG-468,cash,Low Income,Field Survey
TXN105549,TBD,Keny a,Kisumu,Formal ,Pharmacy,KE-PHA-4780,MedPlus ,cantu,Sachet Multi-pack,60,35.95,KES,3,107.85,3.1,NO,0,No,N/A,REP-KE-365,mobile_money,Middle Income,POS System
TXN115298,09-17-2024,Ghana,Cape Coast,informal,Open-Air Market,GH-OPE-1919,Kejetia Market Stand ,SUNSILK,Sachet Multi-pack,100,,GHS,9,57.6,2.92,no,0,0,N/A,REP-GH-161,mobile_money,Upper-Middle Income,POS System
TXN110836,2024-10-20,GH,Tema,Formal ,Pharmacy,GH-PHA-3599,  Goodlife Pharmacy  ,TRESEMME,Bottle,200,35.37,GHS,3,106.11,1.12,N,NULL,0,31,REP-GH-219,Cash,Lower-Middle Income,Distributor Report
TXN106748,30/04/2024,Nigeria ,Abuja,FORMAL,Convenience Store,NG-CON-4734,QuickBuy,local generic,Sachet,10,unknown,NGN,3,150.69,11.53,0,No,true,13,REP-NG-169,CASH,Upper-Middle Income,POS System
TXN112816,2024-06-04,ghana,Takoradi,formal,Supermarket,GH-SUP-8102,ShopRite,Garnier Fructis,Sachet,25,2.15,GHS,2,4.3,0.52,0,false,Yes,38,REP-GH-197,MoMo,Middle Income,Distributor Report
TXN112095,12-11-2023,Nigéria,Ibadan,In-formal,Open-Air Market,NG-OPE-5462,Muthurwa Vendor,Local Brand,Sachet,20,40.15,NGN,3,120.45,7.02,0,n/a,unknown,6,REP-NG-348,Mobile Money,Low Income,POS System
TXN116025,2024-06-19,Kenya ,Nakuru,Informal ,Market Stall,KE-MAR-5260,Makola Stall 22,Motions,Sachet,20,22.41,KES,8,179.28,N/A,false,N,no,42,REP-KE-477,cash ,Middle Income,POS System
TXN110769,2024-12-08,Nigéria,Kano,FORMAL,Convenience Store,NG-CON-1878,QuickBuy,AMILA,Sachet Multi-pack,75,110.56,NGN,1,110.56,7.48,TRUE,NO,YES,19,REP-NG-253,cash ,Upper-Middle Income,Retail Audit
TXN104266,01-18-2024,ghana,Tema,Formal ,Mini-Mart,GH-MIN-3315,  EasyBuy Mart  ,GARNIER,Sachet,10,3.14,GHS,1,3.14,0.14,TRUE,No,NO,25,  REP-GH-185  ,M-Pesa,Middle Income,Retail Audit
TXN111991,2024-09-16,Kenya ,Kisumu,Formal ,Convenience Store,KE-CON-8625,7 Star Mart,Dark and Lovely,Sachet,10,19.44,KES,2,38.88,1.11,N,no,TRUE,42,REP-KE-124,mobile money,Lower-Middle Income,Field Survey
TXN114909,"June 07, 2024",Nigéria,Onitsha,Informal,Market Stall,NG-MAR-2901,n/a,TRESEMME,Sachet,10,99.23,NGN,7,694.61,54.38,NO,N,YES,20,REP-NG-497,Mobile Money,Unknown,Distributor Report
TXN114933,2024-09-06,Keny a,Mombasa,In-formal,Wholesaler,KE-WHO-2970,Continental Wholesale,Cantu,Sachet Multi-pack,60,57.74,KES,5,288.7,-,yes,0,No,30,REP-KE-437,Credit,Middle Income,Field Survey
TXN110012,06-16-2024,KENYA,Nairobi,Formal,Pharmacy,KE-PHA-3663,Goodlife Pharmacy,CANTU,Sachet,25,15.14,KES,4,60.56,1.06,0,No,No,42,REP-KE-177,Credit (Trade Terms),--,Distributor Report
TXN114772,30/09/2024, Nigeria,Abuja,Formal ,Convenience Store,NG-CON-2882,QuickBuy,Tresemmé,Sachet,25,135.05,NGN,3,405.15,45.51,0,false,Y,36,REP-NG-327,CARD,Lower-Middle Income,Field Survey
TXN111481,03/11/2023,KE,Nairobi,Informal,Open-Air Market,KE-OPE-3993,  Muthurwa Vendor  ,Motions,Sachet,20,N/A,KES,3,44.34,0.71,False,No,no,37,REP-KE-350,Card,Upper-Middle Income,POS System
TXN100257,06.05.23,Ghana,Accra,informal,Street Vendor,GH-STR-4085,Hawker Cart,Local Brand,Sachet Multi-pack,75,3.07,GHS,5,15.35,0.88,no,NO,false,18,REP-GH-133,cash,Lower-Middle Income,POS System
TXN112560,2023-03-14, Nigeria,,In-formal,Street Vendor,NG-STR-1674,Hawker Cart,dark and lovely,Sachet Multi-pack,100,108.55,NGN,9,976.95,89.86,1,False,True,21,REP-NG-363,mobile_money,Lower-Middle Income,Field Survey
TXN112085,12/05/2024,nigeria,Port Harcourt,Formal ,Mini-Mart,NG-MIN-8064,EasyBuy Mart,Generic Local,Sachet Multi-pack,75,125.47,NGN,2,250.94,17.42,N,no,Y,35,REP-NG-150,Mobile Money,Middle Income,POS System
TXN100541,2023-01-31,KENYA,Mombasa,Formal ,Mini-Mart,KE-MIN-7677,EasyBuy Mart,SUNSILK,Sachet,25 ML,unknown,KES,4,81.04,2.67,false,?,NO,33,Unknown,MoMo,Low Income,POS System
TXN113048,2024-04-13, Nigeria,Kano,formal,Mini-Mart,NG-MIN-5801,Corner MiniMart,Garnier,Bottle,400,618.19,NGN,5,3090.95,239.99,null,NO,NO,,REP-NG-459,MoMo,Middle Income,POS System
TXN112678,2023-04-30,Ngeria,Abuja,FORMAL,Pharmacy,NG-PHA-8081,HealthPlus Pharmacy,Sun silk,Sachet Multi-pack,100,200.52,NGN,3,601.56,0.0,True,0,true,31,REP-NG-313,CASH,Low Income,Distributor Report
TXN110239,06-07-2023,Nigeria ,  Abuja  ,Informal,Kiosk,NG-KIO-8112,Blessing Stores,motions,Sachet,10,65.82,NGN,8,526.56,N/A,1,false,No,39,Unknown,cash,Low Income,POS System
TXN108897,2023-10-05, Ghana,Tamale,formal,Mini-Mart,GH-MIN-6140,Corner MiniMart,local generic,Sachet,25,3.88,GHS,3,11.64,0.82,No,no,0,,REP-GH-495,M-Pesa,Middle Income,POS System
TXN107378,27/04/2024,Nigeria ,Kano,informal,Wholesaler,NG-WHO-2040,Coastal Distributors Ltd,Garner,Sachet Multi-pack,60,80.32,NGN,6,481.92,33.14,0,N,false,14,REP-NG-134,mobile money,Low Income,POS System
TXN113785,2023-11-07,KENYA,Nairobi,Informal,Wholesaler,KE-WHO-7220,Coastal Distributors Ltd,Cantu,Sachet Multi-pack,100,50.3,KES,8,402.4,18.92,Y,0,No,-,REP-KE-145,cash,Low Income,POS System
TXN101822,27.10.24,GH,Takoradi,formal,Supermarket,GH-SUP-2219,Palm Mall,MOTIONS,Bottle,180,15.19,GHS,1,15.19,0.97,N,false,FALSE,12,REP-GH-249,cash ,Lower-Middle Income,Field Survey
TXN109133,04-13-2023,Ngeria,Port Harcourt,FORMAL,Mini-Mart,NG-MIN-4292,Corner MiniMart,amila,Sachet,10,57.06,NGN,4,228.24,14.83,--,unknown,Yes,N/A,REP-NG-247,MoMo,Low Income,Distributor Report
TXN105492,2024-05-01,GH,Accra,FORMAL,Pharmacy,GH-PHA-5171,HealthPlus Pharmacy,Garnier,Sachet Multi-pack,60,7.67,GHS,1,7.67,0.54,True,N,Yes,6,REP-GH-323,cash ,Low Income,POS System
TXN111974,2024-09-29,kenya,Nakuru,In-formal,Kiosk,KE-KIO-2222,Kwik Stop,Garnier Fructis,Sachet Multi-pack,60,16.28,KES,7,113.96,unknown,No,Yes,false,20,REP-KE-367,cash ,Lower-Middle Income,Field Survey
TXN109086,2023/06/23,Ghanna,Takoradi,INFORMAL,Kiosk,GH-KIO-3253,Corner Shop ,Garnier,Sachet Multi-pack,100,8.28,GHS,4,33.12,0.41,TRUE,NO,YES,24,REP-GH-146,CASH,Lower-Middle Income,POS System
TXN100321,17/07/2023, Ghana,Cape Coast,Informal ,Market Stall,GH-MAR-4623,Iya Basira Stall,Amila,Sachet,20,3.5,GHS,7,24.5,1.65,Yes,--,False,35,REP-GH-467,Credit (Trade Terms),Upper-Middle Income,POS System
TXN105742,10-22-2024,Ngeria,Lagos,formal,Convenience Store,NG-CON-7605,7 Star Mart,Sunsilk,Sachet,15,88.66,NGN,5,443.3,32.54,N,NO,false,22,REP-NG-135,Momo,Lower-Middle Income,POS System
TXN110397,30-Apr-2024,Kenya,Mombasa,Informal ,Open-Air Market,KE-OPE-1654,Balogun Market Vendor,Dark & Lovely,Sachet,25,20.85,KES,5,104.25,N/A,--,FALSE,yes,34,REP-KE-381,CASH,Low Income,POS System
TXN113979,"June 18, 2024",GH,Cape Coast,Informal,Market Stall,GH-MAR-7320,Gikomba Stall,Garnier Fructis,Sachet,25,2.15,GHS,8,17.2,1.46,yes,false,false,21,REP-GH-325,mobile money,Low Income,POS System
TXN112552,20-May-2023,KE,Nairobi,INFORMAL,Open-Air Market,KE-OPE-3347,Kejetia Market Stand,Local Generic,Sachet,10,5.39,KES,3,16.17,1.07,false,False,TRUE,-,REP-KE-238,Cash,Lower-Middle Income,POS System
TXN113416,2024-06-01,Ngeria,Abuja,Formal,Mini-Mart,NG-MIN-2879,EasyBuy Mart,Garnier,Sachet,20,88.16,NGN,6,528.96,39.61,False,FALSE,No,N/A,REP-NG-391,Cash,Middle Income,POS System
TXN104964,2023-06-01,Kenya ,Eldoret,INFORMAL,Open-Air Market,KE-OPE-7144,Muthurwa Vendor,Garnier Fructis,Sachet Multi-pack,100,42.14,KES,3,126.42,0.0,N,0,yes,29,REP-KE-457,cash ,Lower-Middle Income,Distributor Report
TXN100138,10-04-2024,Kenya ,Nakuru ,Informal,Street Vendor,KE-STR-9514,  Hawker Cart  ,Garnier ,Sachet Multi-pack,60,16.65,KES,5,83.25,5.99,YES,NO,no,44,REP-KE-241,-,Low Income,Distributor Report
TXN107926,05-Jun-2023,NIGERIA,Lagos,Formal,Mini-Mart,NG-MIN-2593,EasyBuy Mart,SUNSILK,Sachet,20,72.48,NGN,3,217.44,26.81,False,,n/a,-,null,,Lower-Middle Income,Field Survey
TXN104302,2023-02-22,Keny a,Mombasa,formal,Mini-Mart,KE-MIN-5852,Corner MiniMart,Dark & Lovely,Sachet,20,23.27,KES,3,69.81,1.38,False,False,0,33,--,M-Pesa,Lower-Middle Income,Field Survey
TXN107495,2024-02-25,Nigeria ,Onitsha,Formal,Supermarket,NG-SUP-8058,ShopRite ,garnier,Sachet Multi-pack,60,98.47,NGN,1,98.47,1.09,False,FALSE,yes,14,  REP-NG-155  ,M-Pesa,Middle Income,POS System
TXN107302,TBD,Nigeria ,Abuja,formal,Supermarket,NG-SUP-9629,Melcom,MOTIONS,Sachet Multi-pack,60,153.1,NGN,3,459.3,unknown,False,FALSE,Yes,35,REP-NG-182 ,mobile_money,Low Income,Field Survey
TXN115374,2023-09-23,GHANA,Tamale,Formal ,Convenience Store,GH-CON-6228,7 Star Mart,amila,Sachet Multi-pack,60,2.88,GHS,2,5.76,0.22,no,No,TRUE,41,REP-GH-476,cash,Low Income,POS System
TXN108204,17-Jan-2023,Ghana ,Cape Coast,Informal,Street Vendor,GH-STR-1944,Hawker Cart,CANTU,Sachet,10,5.69,GHS,6,34.14,1.63,false,false,FALSE,24,REP-GH-245,M-Pesa,Middle Income,Distributor Report
TXN101128,08/02/2023,KE,Eldoret,Informal,Wholesaler,KE-WHO-9871,Continental Wholesale,CANTU,Bottle,200,99999,KES,7,687.33,15.36,0,False,No,37,REP-KE-488,Cash,Middle Income,Field Survey
TXN108221,2024-03-13,kenya,  Nairobi  ,INFORMAL,Open-Air Market,KE-OPE-6433,Kejetia Market Stand ,garnier,Sachet,20,9.29,KES,4,37.16,0.85,0,no,0,26,REP-KE-190,?,Low Income,Distributor Report
TXN107276,26/09/2023,KENYA,Eldoret,INFORMAL,Wholesaler,KE-WHO-9513,Coastal Distributors Ltd,Garner,Sachet,15 ML,10.9,KES,3,32.7,0.8,YES,N,No,41,REP-KE-441,M-Pesa,NA,Field Survey
TXN106953,03-06-2023,Nigeria ,Benin City,formal,Mini-Mart,NG-MIN-7234,Corner MiniMart,Local Generic,Sachet Multi-pack,100,111.03,NGN,2,222.06,?,false,0,YES,16,REP-NG-127,CASH,Low Income,Field Survey
TXN109134,07-30-2023, Ghana,NULL,Formal ,Mini-Mart,GH-MIN-8051,?,Dark & Lovely,Sachet,20,3.2,GHS,2,6.4,0.3,True,N,False,26,REP-GH-105,Momo,Low Income,Distributor Report
TXN108844,27-Jan-2023,Nigéria,Ibadan,FORMAL,Pharmacy,NG-PHA-9840,Goodlife Pharmacy,Garnier Fructis,Bottle,400,340.88,NGN,1,340.88,-,0,Unknown,TRUE,21,REP-NG-306 ,CASH,Upper-Middle Income,Distributor Report
TXN106055,2024-02-21,kenya,Nairobi,FORMAL,Pharmacy,KE-PHA-7179,Goodlife Pharmacy,Motions,Sachet,10,21.76,KES,4,87.04,2.74,YES,No,TRUE,19,REP-KE-409,CASH,Middle Income,Retail Audit
TXN104408,2023-05-18,ghana,Accra,Formal ,Mini-Mart,GH-MIN-2588,Corner MiniMart,TRESEMME,Sachet,25,6.42,GHS,5,32.1,2.91,TRUE,no,N,24,REP-GH-206,MoMo,Middle Income,POS System
TXN104659,18/01/2023,Nigéria,Port Harcourt,FORMAL,Mini-Mart,NG-MIN-2992,EasyBuy Mart,Garnier,Sachet,20,104.29,NGN,5,521.45,70.95,false,no,Yes,31,REP-NG-281,CASH,Low Income,Field Survey
TXN109527,"July 22, 2024",Ghanna,  Tema  ,Formal,Convenience Store,GH-CON-2933,Zucchini Express,Garnier Fructis,Sachet Multi-pack,100,9.85,GHS,2,19.7,unknown,true,No,0,18,REP-GH-161,Mobile Money,Lower-Middle Income,Field Survey
TXN101109,N/A,Kenya,Kisumu,Informal,Market Stall,KE-MAR-5558,Gikomba Stall,GARNIER,Sachet,15,11.37,KES,9,102.33,0.0,no,N,no,37,REP-KE-261 ,Momo,Lower-Middle Income,POS System
TXN115677,2024-04-14,KE,Eldoret,informal,Street Vendor,KE-STR-3276,Mobile Vendor,AMILA,Sachet Multi-pack,75,31.61,KES,7,221.27,21.52,no,0,No,38,  REP-KE-438  ,cash,Upper-Middle Income,Retail Audit
TXN107665,2024-02-14, Ghana,Kumasi,INFORMAL,Market Stall,GH-MAR-1425,Iya Basira Stall,Dark & Lovely,Bottle,180 ML,13.36,GHS,8,106.88,7.94,TRUE,Unknown,no,N/A,REP-GH-151,CARD,--,Field Survey
TXN104739,2024-06-30, Nigeria,Ibadan,FORMAL,Pharmacy,NG-PHA-1254,Goodlife Pharmacy,Tresemme,Sachet Multi-pack,60,122.07,NGN,9,1098.63,65.09,yes,false,FALSE,13,REP-NG-306,cash,Low Income,Retail Audit
TXN109576,"July 21, 2023",Nigeria,Kano,Informal,Kiosk,NG-KIO-7062,Mama Ngozi Kiosk,MOTIONS,Bottle,180,310.14,NGN,4,1240.56,65.25,NO,true,No,33,REP-NG-189,cash,Low Income,Field Survey
TXN112639,2023/11/14, Nigeria,Kano,formal,Supermarket,NG-SUP-8984,Naivas,MOTIONS,Sachet Multi-pack,60,88.33,NGN,1,88.33,4.6,TRUE,no,No,29,null,Cash,Low Income,Distributor Report
TXN114458,09-18-2023,kenya,Mombasa,INFORMAL,Market Stall,KE-MAR-6575,Makola Stall 22,cantu,Sachet,15,37.84,KES,10,378.4,6.29,0,False,no,41,REP-KE-232,cash,Lower-Middle Income,Field Survey
TXN101622,26/12/2023,nigeria,Abuja,formal,Convenience Store,NG-CON-7888,Zucchini Express,cantu,Sachet,10 ML,75.79,NGN,3,227.37,21.14,True,False,N,21,REP-NG-428,M-Pesa,NA,POS System
TXN105381,2024-12-03,kenya,Mombasa,Informal ,Wholesaler,KE-WHO-7860,Trust Wholesalers,Garner,Sachet Multi-pack,100,38.18,KES,2,76.36,2.08,False,N,NO,N/A,REP-KE-204,card,Lower-Middle Income,Distributor Report
TXN107123,"August 04, 2024",Keny a,Nakuru,Informal,Open-Air Market,KE-OPE-1786,Muthurwa Vendor,TRESEMME,Sachet Multi-pack,75,70.96,KES,10,709.6,68.0,NO,0,Yes,33,REP-KE-184,Cash,Lower-Middle Income,POS System
TXN100583,02-18-2023,KENYA,Nakuru,INFORMAL,Kiosk,KE-KIO-9859,Corner Shop ,motions,Sachet Multi-pack,100,32.96,KES,6,197.76,18.35,NO,false,False,19,REP-KE-382,CASH,Lower-Middle Income,POS System
TXN113209,"May 30, 2023",Nigéria,Abuja,Informal ,Street Vendor,NG-STR-5234,Mobile Vendor,amila,Bottle,400,540.02,NGN,11,5940.22,180.35,No,0,false,20,REP-NG-140,Momo,Lower-Middle Income,POS System
TXN105265,05-14-2023,KENYA,Kisumu,Informal ,Open-Air Market,KE-OPE-9034,Balogun Market Vendor,CANTU,Sachet,20,13.42,KES,4,53.68,0.07,N,False,no,21,REP-KE-393,cash,Low Income,Retail Audit
TXN104437,2024-04-03,Kenya ,Eldoret,INFORMAL,Wholesaler,KE-WHO-2831,Trust Wholesalers,Garner,Sachet,10,18.5,KES,5,92.5,4.7,FALSE,no,-,23,REP-KE-331,CASH,Lower-Middle Income,Field Survey
TXN113863,2024-04-30,Nigéria,Kano,Formal ,Mini-Mart,NG-MIN-8590,Corner MiniMart,Tresemme ,Sachet,10,149.86,NGN,3,449.58,31.08,FALSE,no,true,28,REP-NG-160,Card,Middle Income,Field Survey
TXN109329,2024-04-09,Keny a,Nairobi,Informal,Wholesaler,KE-WHO-3182,Continental Wholesale,TRESemme,Sachet,10,13.71,KES,4,54.84,0.0,FALSE,no,No,33,REP-KE-476,card,Middle Income,POS System
TXN114012,19/07/2024, Kenya,Mombasa,INFORMAL,Wholesaler,KE-WHO-1944,  Trust Wholesalers  ,Local Generic,Sachet Multi-pack,100,24.94,KES,6,149.64,13.55,False,false,N,45,REP-KE-291,CASH,Middle Income,Retail Audit
TXN112921,01-07-2023,ghana,Tamale,informal,Kiosk,GH-KIO-8090,Baraka Kiosk,GARNIER,Sachet Multi-pack,100,5.15,GHS,3,15.45,1.42,No,false,,9,REP-GH-157,Mobile Money,Low Income,POS System
TXN112811,05-31-2024,GH,Takoradi ,FORMAL,Pharmacy,GH-PHA-3987,HealthPlus Pharmacy,DarkAndLovely,Sachet Multi-pack,100,5.41,GHS,3,16.23,1.12,N,N,no,,REP-GH-210,Momo,Lower-Middle Income,Retail Audit
TXN107938,2023-09-28,Kenya,NA ,Informal ,Open-Air Market,KE-OPE-1720,Balogun Market Vendor,Cantu,Sachet,15,17.89,KES,9,161.01,5.69,False,NO,YES,38,REP-KE-231,cash ,-,Field Survey
TXN102549,2023-06-14,Kenya,?,In-formal,Street Vendor,KE-STR-6892,Mobile Vendor,cantu,Sachet,25,28.88,KES,6,173.28,unknown,FALSE,0,,39,REP-KE-389 ,CASH,Lower-Middle Income,POS System
TXN102947,2024-04-15,Nigéria,Lagos,Formal,Mini-Mart,NG-MIN-7762,EasyBuy Mart,amila,Sachet Multi-pack,60,88.22,NGN,5,441.1,23.72,N,False,1,21,REP-NG-104,mobile money,Middle Income,Distributor Report
TXN102009,08-31-2024,Ngeria,Benin City,Formal ,Pharmacy,NG-PHA-2732,  Goodlife Pharmacy  ,SUNSILK,Sachet,25,115.61,NGN,3,346.83,19.47,true,0,Yes,46,REP-NG-415,Cash,Lower-Middle Income,Retail Audit
TXN100965,,KE,Mombasa ,Formal,Mini-Mart,KE-MIN-8524,  EasyBuy Mart  ,Garnier ,Bottle,400,149.83,KES,3,449.49,23.85,False,NO,N,29,  REP-KE-184  ,CARD,Low Income,Field Survey
TXN110046,28-Apr-2024,NG,Benin City,informal,Market Stall,NG-MAR-5381,Gikomba Stall ,local generic,Sachet,20,67.83,NGN,6,406.98,29.5,TRUE,FALSE,NO,27,REP-NG-119,cash,Lower-Middle Income,Retail Audit
TXN116385,04-07-2023, Nigeria,Port Harcourt,FORMAL,Supermarket,NG-SUP-5110,  NULL  ,Garner,Sachet,15,93.56,NGN,4,374.24,29.7,yes,FALSE,Yes,40,REP-NG-426,MoMo,Low Income,POS System
TXN108858,31/02/2024, Ghana,Kumasi,Informal ,Wholesaler,GH-WHO-1025,Trust Wholesalers,Amila,Bottle,400,18.12,GHS,5,90.6,N/A,NO,FALSE,1,13,REP-GH-106,Unknown,Upper-Middle Income,Distributor Report
TXN112487,2023-07-01,Ghana ,Tema,FORMAL,Supermarket,GH-SUP-6516,Melcom,Dark and Lovely,Sachet Multi-pack,100,10.2,GHS,2,20.4,unknown,N,0,yes,23,REP-GH-298,Momo,Low Income,Distributor Report
TXN107150,2024/06/06,NIGERIA,Benin City,FORMAL,Pharmacy,NG-PHA-8633,MedPlus,Sunsilk,Sachet,10,59.83,NGN,5,299.15,48.51,-,FALSE,Yes,28,REP-NG-290,cash ,Middle Income,POS System
TXN113395,"October 02, 2023",NG,Kano,FORMAL,Convenience Store,NG-CON-7589,QuickBuy,Amila,Sachet,15,N/A,NGN,1,46.17,2.78,YES,N,true,27,REP-NG-264,MoMo,Low Income,POS System
TXN116193,17/09/2024,kenya,Kisumu,Informal,Kiosk,KE-KIO-7768,Blessing Stores,motions,Sachet,10,19.46,KES,3,58.38,2.78,0,FALSE,N,38,REP-KE-466,Cash,Middle Income,Retail Audit
TXN102976,12-24-2024,Nigeria,Benin City,Formal ,Convenience Store,NG-CON-3570,Zucchini Express,Cantu,Sachet,25,113.48,NGN,3,340.44,13.62,no,No,False,7,REP-NG-132,CASH,--,POS System
TXN103136,2024-02-17,Ghanna,Tamale,FORMAL,Supermarket,GH-SUP-9600,Melcom,Garnier,Sachet,25,2.2,GHS,6,13.2,0.62,N/A,false,no,14,REP-GH-267,card,Middle Income,Field Survey
TXN103548,02-11-2024,Ngeria,Onitsha,INFORMAL,Market Stall,NG-MAR-5207,Gikomba Stall,garnier,Sachet Multi-pack,75,101.75,NGN,9,915.75,?,false,false,no,,REP-NG-245,Momo,Lower-Middle Income,POS System
TXN100249,08/02/2023,GH,Cape Coast,informal,Open-Air Market,GH-OPE-9686,Balogun Market Vendor,TRESEMME,Bottle,340,20.72,GHS,3,62.16,4.68,No,Y,yes,20,REP-GH-160,mobile money,Middle Income,Retail Audit
TXN114052,11-02-2023,Ghana,Takoradi,Informal ,Open-Air Market,GH-OPE-9199,Balogun Market Vendor,amila,Sachet,25,3.54,GHS,6,21.24,0.86,TRUE,False,true,28,REP-GH-330 ,cash ,Lower-Middle Income,POS System
